author_did,has_mentions_in_bio,has_mentions_in_first_post,has_url_in_bio,has_url_in_first_post
did:plc:6ibalij6td2balpbop7bera2,False,False,False,False
did:plc:6igp4eb5prjly35iwggwzdak,False,False,False,False
did:plc:6ihiu6jhow5jzo5p3dqzm4dw,False,False,False,False
did:plc:6iiq3n3ezmythlrh3muzck4n,False,False,False,False
did:plc:6ij4xtulyqk56xd4thxydce7,False,False,False,False
did:plc:6ij77rq7ydvbi3sn6frklgt4,False,False,False,False
did:plc:6ijhwvtpgr672cafni3c24gx,False,False,False,False
did:plc:6ikux3jycgb4puvoxquvtrmm,False,False,False,False
did:plc:6in53p3o3be7p62xe6oywzen,False,False,False,False
did:plc:6ioyregd7ajfyqsk7asup6eq,False,False,False,False
did:plc:6ipd2eyagfdhnsz2vy5avi2g,False,False,False,False
did:plc:6ipkhznsvaq5icq5rjhlqqr4,False,False,False,False
did:plc:6iqjbdyhbfs2k3tkjpx6g7ad,True,False,False,False
did:plc:6iqt54dxv2ser3i24pd7yx3b,False,False,False,False
did:plc:6irychbxo5zd4gswapqux73m,False,False,False,False
did:plc:6iski7oxp5lzraqnrq3eez2p,False,False,False,False
did:plc:6iupuzvk2ilkaecemzypj2bd,False,True,False,False
did:plc:6iuwrr7hmdfsnaxbymcwmfkj,False,False,False,False
did:plc:6ixhocm5tk3fsqbclrbq36mf,False,False,False,False
did:plc:6j5y7ajsbko4rbog4hmyzzz4,False,False,False,False
did:plc:6j64fhk5g2l3kj3rvm6v2b3l,False,False,False,False
did:plc:6j6sjnlz6y7zhanryp7yshy3,False,False,False,False
did:plc:6jc7zgned65dxqomlb3zvssh,False,False,False,False
did:plc:6je6b4i5ogq7axjnjdilqmrb,False,False,False,False
did:plc:6jfhx3vdcdsuwb23x5jrjcn5,False,False,True,False
did:plc:6jfxe5g6gdn37kscl55yqzfs,False,False,False,False
did:plc:6jgnnj5qqjca3z2wdyhwaiwy,False,False,False,False
did:plc:6jgqbszjjhlnjgc2kmmix2x3,False,False,False,False
did:plc:6jgr6owyuidlm6fzkpwhxfkg,False,False,False,False
did:plc:6jidgtujvxmsxyfbvajca4nv,False,False,False,False
did:plc:6jkc7e2h54qw2oxdoa2cinrc,False,False,False,False
did:plc:6jkjysgf2scqmxz3jhpwg3cn,False,False,False,False
did:plc:6jkrm3raqpjtg4lo5v3r6mir,False,False,False,False
did:plc:6jldez6x5siudg56klol7jpq,False,False,False,False
did:plc:6jnfxnix3niampacy55pb3ik,False,False,False,False
did:plc:6jnikr4gpv4g4byrzfc2pbbl,False,False,False,False
did:plc:6jnytoaet4w72yfynrgwsnpr,False,False,False,False
did:plc:6joonmuz22ivittr2fh4u53o,False,False,False,False
did:plc:6jossnvro5kc22wxyrm4xsj6,False,False,False,False
did:plc:6joxkpye47vdjzupzqekpoyo,False,False,False,False
did:plc:6jpcai657eypxl22kp3cakrl,False,False,False,False
did:plc:6jsljn6gcpeha6jqmxntr5by,True,False,False,False
did:plc:6jth72t3najflccihldpjf7z,False,False,False,False
did:plc:6jti55i5bmoeg5fvgbqnrj75,,False,,False
did:plc:6juxmyuejysbxdkamugw3oic,False,False,False,False
did:plc:6jxvcyh6l4hmznpiop7ml5xh,False,True,False,False
did:plc:6k32i3wlugvxfq7gx7isqyoi,False,False,False,False
did:plc:6k335xcflrb2nxns5joiuwkh,False,False,False,False
did:plc:6k4l7h2gm54qxx2iqwmbwhqt,False,True,False,False
did:plc:6k4zblysqhbklbxsqpnz4s2b,False,False,False,False
did:plc:6k5cuwrftfbvhzfuslqrhf32,False,False,False,False
did:plc:6k5sr32znmdethsezdjlo4w5,False,False,False,False
did:plc:6k7m3j6v2de4zkptvbh6aqcc,False,False,False,False
did:plc:6kbem6wuoizxj75c2d6uym4u,False,True,False,False
did:plc:6kdle7didrizi2gc6yxthaif,False,False,False,False
did:plc:6keqevpshyws35avvei6xjk4,False,False,False,False
did:plc:6kfmaoedii7fbjkvwp4ql25b,False,False,False,False
did:plc:6kgokkvfrmnqsdzgyzy7jcfc,False,False,False,False
did:plc:6klmzcmvm7p545cvpbdt6eds,False,False,False,False
did:plc:6knemdxra3c3e33kczhjyf3v,False,False,False,False
did:plc:6kngg262mttrvfnlxzvp544z,False,False,False,False
did:plc:6krl2yphjtop3u3wezf5ihfz,False,False,False,False
did:plc:6kt2jzqjk7c2523ikbdhj232,False,False,False,False
did:plc:6ktg76z4hewvm4fas5f36ih6,False,False,False,False
did:plc:6ktt4ufkonerp2ntodhi4kl7,False,False,False,False
did:plc:6kv5inxd5x4tuydxlob27f36,False,False,False,False
did:plc:6kvunxok74x34upyqt42wixf,False,False,False,False
did:plc:6kw2m7ko7fxxa2xpbryhw23t,False,False,False,False
did:plc:6kxh6rckh5sva2a5nvwgw2hh,True,False,False,False
did:plc:6kxr46e5am7mb4kyysgspl5f,False,False,False,False
did:plc:6kye3r75exjwspbk3j3cd75i,False,False,True,False
did:plc:6kyn7adwfe6g7ugplusdpzws,False,False,False,False
did:plc:6kzzlbrudwj2fexyvd6sdina,False,False,False,False
did:plc:6l2amsr42sf4nkzpi4xdkwps,False,False,False,False
did:plc:6l2lck2wcbcp4s33bne4bt7y,False,False,True,False
did:plc:6l4dvothb4gpxbgbhwbtclb7,False,False,False,False
did:plc:6l7bextaj3drwh5l2xsafdxf,False,False,False,False
did:plc:6ld5ajpostbr76a2xgqfulaq,False,False,False,False
did:plc:6lihmq2b3fw4r7vraa2nqr3a,False,False,False,False
did:plc:6ljxsujgzarckhleljewfc4b,False,False,False,False
did:plc:6llapv3hmjfanfjnu4cwdx2t,False,False,False,False
did:plc:6lmibmurlwhakyq2isrhciph,False,False,False,False
did:plc:6ln2tbxdcwv4pywhrrhnhjdn,False,False,False,False
did:plc:6lr6kgk66ya57nenxdn5bq3r,False,False,False,False
did:plc:6ltbpfg4nkggeksooxph4ybu,False,False,False,False
did:plc:6lush74klvd4wx6izqsfvcpw,False,False,False,False
did:plc:6lv3anooocalgnxgaac5ozbr,False,False,False,False
did:plc:6lxdzjrnr3u3lvxhrvsnu5nv,True,False,False,False
did:plc:6m3gnehybdbvxwykk42wxo4w,False,False,False,False
did:plc:6m56l4ozq34n455anslukp5x,False,True,False,False
did:plc:6m5akg4vfwhbi6yuehsiee2z,False,False,False,False
did:plc:6m7rbdgaz5vyg4bnbefi7kh6,False,False,False,False
did:plc:6ma7d6go3zqnnwbsgnh5oroe,False,False,False,False
did:plc:6mb4szcdermfvwvorc4tfztv,False,False,False,False
did:plc:6mbbe5xjdzmrstvmxwbe2lrt,True,False,False,False
did:plc:6mctp6fdweo6breoyfksqhvy,False,False,False,False
did:plc:6mdjzok5cvvco3etxuonjuwa,True,False,False,False
did:plc:6me6ko45kpwk4tvf7je5r5bw,False,False,False,False
did:plc:6mejvgzqiiarezo4fywa6tke,False,False,False,False
did:plc:6meoo3zyn2nacdlmfai4h27w,True,False,False,False
did:plc:6mf3fgy6fvwfp3wfvatbtgqp,True,False,False,False
did:plc:6mg226d2pbpkb4nhx5prstq2,False,False,False,False
did:plc:6mheic6wp6dpcwg2mbu35acg,False,False,False,False
did:plc:6mjf5xfk4zxavimnaahilq73,False,False,False,False
did:plc:6mjzuuhwkr2yrswuqlexlsdf,True,False,False,False
did:plc:6ml4nxrk45cy23jay5hc2npp,False,False,False,False
did:plc:6ml7kmuekqoiqb3icntrgaqt,True,False,False,False
did:plc:6mm6tetae5v2axhsafit4kxz,False,False,False,False
did:plc:6ms4vcml4kqtclgklozezii6,True,False,False,False
did:plc:6mso6lz47pibhr755ahlx7cp,False,False,False,False
did:plc:6mt5ehbjkm7rsq33d22gutc6,False,False,False,False
did:plc:6mx3zzoawqpgzp3aa6jeuuoh,False,False,True,False
did:plc:6mxhzr2y45hwg2fymt2eyekr,False,False,False,False
did:plc:6mzr7q5xm25kst3ntdmgh4be,True,False,False,False
did:plc:6mzufg3ydp75ipjpo4thzzlx,False,False,False,False
did:plc:6n24ele3n2yfwuaclrfob25w,False,False,False,False
did:plc:6n3wckykdzb2w2bcqw4p57u7,False,False,False,False
did:plc:6n4l3tn47p34c2iziv72dl53,True,True,False,False
did:plc:6n4pw7ot45yx7azcbemjrgdg,True,False,False,False
did:plc:6n5pxxp47ombmc5ypzt7j6ad,False,False,False,False
did:plc:6n7ycymjvkqrmadcdaqb476u,False,False,False,False
did:plc:6naszlog53hgs3i3qlrejtnr,False,False,False,False
did:plc:6nblw5ou2zoevlijnnl5clxt,False,False,False,False
did:plc:6ncab4l5fzjuuvzzlsjwdpkb,False,False,False,False
did:plc:6ndhvxwfnwqhyq35ukipidig,False,False,False,False
did:plc:6nhorpqjsl36ta3klkfdypzp,False,False,False,False
did:plc:6ni7xszauyvao4wedplzx2tw,True,False,False,False
did:plc:6njimwp224s52gdvcbnsggfn,False,False,False,False
did:plc:6njqhwoqroox2rn7ztrjtfjv,False,False,False,False
did:plc:6nkihzmxa4zwpvtrnvxyt3o3,False,False,False,False
did:plc:6nmlioxpctq564uydsi3x4j2,False,False,False,False
did:plc:6nowvrvegqzncq4azfehvsx3,False,False,False,False
did:plc:6nr52gffgwq3bxab52rnpyeb,False,False,False,False
did:plc:6nrr6z76wyvhgksmcxuhnusa,False,False,False,False
did:plc:6nt2zph5auxd7dwn6x2m3j2r,False,False,False,False
did:plc:6nxrdipul3pyyuh2aenxxonu,False,False,False,False
did:plc:6nykgz4qgkbuaxcdynthibxv,False,False,False,False
did:plc:6nzrrpl77mwdgovxrowp2r2c,True,False,False,False
did:plc:6o6d57tu62mcfwejx67pv3or,False,False,False,False
did:plc:6oamc5m3kdd25ls3cubizo3e,False,False,False,False
did:plc:6obhyqdeod4v77cjdjhuosgo,False,False,False,False
did:plc:6ocb6orpnkq6pc6mcikq7ir7,False,False,False,False
did:plc:6odbrpimcsfdee7is7ziz2vv,False,False,False,False
did:plc:6og4hwpvu6ppii2ayuvvudnw,False,False,False,False
did:plc:6oidubdce75xh5fcd25onbhf,False,False,False,False
did:plc:6oiteh3tgnmj5yk56zxtec2u,False,False,False,False
did:plc:6oiyuxlxwl3ggvda3glu2w5q,False,False,False,False
did:plc:6ok77eqhq2htqz4bltpyebqb,False,False,False,False
did:plc:6oohjnbu52hwbu7n2bvsdsml,False,False,False,False
did:plc:6op2zmqremdirfxai27a4mmv,False,False,False,False
did:plc:6opcgvreftprffstqyw3i4rc,False,False,False,False
did:plc:6osgn6clobdzukobln3tclpi,False,False,False,False
did:plc:6oslwzrcsfxitkqjpqfjsu5c,False,False,False,False
did:plc:6otocthsnghtmehalahgdb6u,False,False,False,False
did:plc:6owbamq7anx734ioe23ngmbq,False,False,False,False
did:plc:6owc37cb4kb36jo45felzl62,False,False,False,False
did:plc:6oxtojqy454arficbv66unew,False,False,False,False
did:plc:6p54qjtrhhnts4ysh3ipfxdq,False,False,False,False
did:plc:6p6jxec2znqmfkxacempmnhz,False,True,False,False
did:plc:6pb6jduekqy5bvv4fbpif6lu,False,False,False,False
did:plc:6pbbaco7vmneh4utzplpqpk6,True,False,False,False
did:plc:6pdvkocksqda7tmqscnt74zo,False,False,True,False
did:plc:6peijvvlgjki2rrxitoa65sv,True,False,False,False
did:plc:6pgb3ftzatx4dn3pbevo6xli,False,False,False,False
did:plc:6phdlfpspjhbzglyfto4jd2e,False,False,False,False
did:plc:6pht3xzca72u4erbehnlhtpe,False,False,False,False
did:plc:6pmxhmrqeufzx3u232aa5xtj,False,False,False,False
did:plc:6pny64pra4xqqthuakmmjppd,False,False,False,False
did:plc:6pp3czn3qqibbp4jhafoib2t,False,False,False,False
did:plc:6prmw3uybewz4ymlc65lpi4v,False,False,False,False
did:plc:6protizfsn7p45evx2qeck7g,False,False,False,False
did:plc:6ptf6jegwh2n2uxufdlnmu6a,False,False,False,False
did:plc:6pur5nqiover2u5o35tr53gw,False,False,False,False
did:plc:6pyjuir4ife7deany3xbktvz,True,True,False,False
did:plc:6pz77cgcodsr2iknp5r5klv3,False,False,False,False
did:plc:6pzopfypge6o6faxy77tgm45,False,False,False,False
did:plc:6q3eavvxnc236v3ndpib45xc,False,False,False,False
did:plc:6q7x4vg74rxhshnaqvtsnx53,False,False,False,False
did:plc:6qbln3yctz3nu7ides6cpxlr,False,False,False,False
did:plc:6qck5h4zmlwvvpmctdref7tz,False,True,False,False
did:plc:6qdrolp3spc4j4lrlt4bjff2,False,False,False,False
did:plc:6qduy35qwyn3gkhoef4jp3n6,False,False,False,False
did:plc:6qdxvtfe25pw56gafmzjsr7i,False,False,False,False
did:plc:6qeg2ppetmotlnckeqi4hs6o,False,False,False,False
did:plc:6qfhuxqo4eo7i46ijsjby7qh,False,False,False,False
did:plc:6qhbry7ua4ikay3tll4rreec,False,False,False,False
did:plc:6qjhec2s3rkgm3yqupvmbruw,False,False,False,False
did:plc:6qjuqbjlnf6zgdrfkdb4rxvu,True,True,False,False
did:plc:6qlx4ukazjkhtsfcv3uo6wet,False,False,False,False
did:plc:6qmzxftzmxnuozere54zo4vh,False,False,False,False
did:plc:6qppa44hr2vb72kf5qpsivyu,False,False,False,False
did:plc:6qqhapfvnkhtcr2e5u453cae,True,True,False,False
did:plc:6qslrrcczxqtr44eh5so7ifk,False,False,False,False
did:plc:6qvcmuwgkjtjdvesosygmadj,False,False,False,False
did:plc:6qxnpdgll5cv7ef5yj2tyhtg,False,False,False,False
did:plc:6qzghp2ovqxk3qco2iwfv4hp,False,False,False,False
did:plc:6qzxv7zhqfra4cdz2htuakk5,False,False,False,False
did:plc:6r2abaavlnspjqhuf4snrb2w,True,False,False,False
did:plc:6r4c65zlq4cusvzmfcu7afnl,False,False,False,False
did:plc:6r4y4eu2fr6ewfegfh65ecbl,False,False,False,False
did:plc:6r73yvejqyzmm553pbyytflq,False,False,False,False
did:plc:6rah3qput4aol2iu2ecaglhm,False,False,False,False
did:plc:6rb7z3cflvgtea5o3b46bjga,True,False,False,False
did:plc:6reno4xxo7pqvax4wo3abtlo,False,False,False,False
did:plc:6rg2e2sv2r3wlrby67izu5cz,False,False,False,False
did:plc:6rhmqogtbgdg3fkq5qesigcj,False,False,False,False
did:plc:6rhr6wowu2u7mjqesy6ovgg6,True,False,False,False
did:plc:6rj3yurrguwregjjezuprag5,False,False,False,False
did:plc:6rk6kucbjkjigrbtzwiklilo,False,False,False,False
did:plc:6rkcjquzzqpxcyxmhfuzzi3u,True,False,False,False
did:plc:6rmzvemx2qa4orb6fdncpyk5,False,False,False,False
did:plc:6rnkoxwyhbdbvf2ybxuswy7k,False,False,False,False
did:plc:6rntohzr7mdvr6obvjuadhnr,False,False,False,False
did:plc:6rod44frosrod6hbgobpjfn4,False,False,False,False
did:plc:6rrvgix2c4v7ff25frfzlka6,,True,,False
did:plc:6rtmxzq5jllaxj7tesxeibnz,True,False,False,False
did:plc:6rvdpc2llovo3jxrl22fkjh4,False,False,False,False
did:plc:6rvwl2jceinpaqbp3qsqmuil,False,False,False,False
did:plc:6rwzlhdtjjytoicky5hwlekx,False,False,False,False
did:plc:6rxpv25cqijnvcwym55txjbr,False,False,False,False
did:plc:6rxwnc6e5sqjdfzcptlxifly,False,False,False,False
did:plc:6rygnwanknd7vcz4io2y22nn,False,False,False,False
did:plc:6s2kmvslazebzds6c4gsyyuc,False,False,False,False
did:plc:6s3visdqynqvvogswdy2n6h4,False,False,False,False
did:plc:6s4dvtrbjfnnwnmzivatimyr,False,False,False,False
did:plc:6s6lge7t4pgodh3aeoqdysku,False,False,False,False
did:plc:6s6x5i5vujy6piku5r2pqwrc,False,False,False,False
did:plc:6s7hpe4sdgb5v2gvi2kgqzqy,False,False,False,False
did:plc:6scicepjzvxa322fgkznngb6,True,False,False,False
did:plc:6sgj4zxzofjyov7zsass5rrr,True,False,False,False
did:plc:6sjhjeibon5lfs5dsnhejobl,False,False,False,False
did:plc:6so65oiilmlyk4upkqg7tqbw,False,False,False,False
did:plc:6sqxwb4ouen7xyije5dy2cpq,False,False,False,False
did:plc:6srpro3e5a5eo5svmnidllxj,False,False,False,False
did:plc:6sryhaaohworwxv3mc3n2zev,False,False,False,False
did:plc:6ssve4kqg4hokocoqkwosshp,False,False,False,False
did:plc:6suks5qgacqnboxtvvtdfxgh,False,True,False,False
did:plc:6syz4n5em7vstg5vjtjh3bvw,False,False,False,False
did:plc:6t3zxk34ugr47mpnrni6grfl,False,False,False,False
did:plc:6t5np4jio2qgmb3dtmw4quwy,False,False,False,False
did:plc:6t6m5nftamvkwvscmmeo5jft,False,False,False,False
did:plc:6tba2jnzyt37wqi7gcos3rkt,False,False,False,False
did:plc:6tdqitrik5wgnvpcusf5fbbt,False,False,False,False
did:plc:6te25hmel3zfpozxymznse5w,False,False,False,False
did:plc:6th44bcmpo62j6omp4it5c6z,False,False,False,False
did:plc:6tjguoc2u27owavhdvctyj53,True,False,False,False
did:plc:6tkbfvnphuh3k45dd2laormi,False,False,False,False
did:plc:6tkcrphpabto4rmk32cf3i5s,False,False,False,False
did:plc:6tko42pks4rfcjh7rfqkzmhu,False,False,False,False
did:plc:6tl7zp5igwjqmgdjg5iqkmym,False,False,False,False
did:plc:6tlb67d4jjhphmr2jzka2ywx,False,False,False,False
did:plc:6tlqywbfzfg2u2baf4i54fsv,False,False,False,False
did:plc:6tlv74cywmsjbsvkwxs7mjhl,False,True,False,False
did:plc:6tm5ecw5gz3bpfjl2tslrpbj,False,False,False,False
did:plc:6toh5k2m5gerr2madxhcxfrm,False,False,False,False
did:plc:6tpqvbeoavmxy4ply7uwkqur,False,False,False,False
did:plc:6ts7enjlysmwqmbrmndq2zbx,False,False,False,False
did:plc:6tupwvluov4sfyhv6v3tilg4,True,False,False,False
did:plc:6tvh673fypj5sgbjrjpi7l3b,False,False,False,False
did:plc:6tvi4pjstbzdn3adu563dgmv,False,False,False,False
did:plc:6tvijijtuczuz4st5p2u77hj,False,False,False,False
did:plc:6tw7o3vpz6fo46en6csccdoi,False,False,False,False
did:plc:6tx24racgndmx3ecp7rmtbkl,False,False,False,False
did:plc:6tyk5jbegvwu4qt2f2m4itut,False,False,False,False
did:plc:6tzmknzxpubj5xaawmvyczcd,False,False,False,False
did:plc:6u5phcertwhhmpqo75ktvd5s,False,False,False,False
did:plc:6u75lergpzuyvrzvpetxcnc5,False,False,False,False
did:plc:6ua3a3ocwibd2b2fychzlnmv,False,False,False,False
did:plc:6uasc2jjvzjuksl3dg6lxtx4,False,False,False,False
did:plc:6ubmqkctox7crlr66o5gfvn2,True,False,False,False
did:plc:6ubrxvxaa63eicrecu7hwqyi,False,False,False,False
did:plc:6ucl7roabdmssqp2fg22oa74,False,False,False,False
did:plc:6udbhveni6zbejqdt5ancvkr,False,False,False,False
did:plc:6uefqyopaxhjvgv62quxlstr,False,False,False,False
did:plc:6uf2rdmrm5zxsydfawn7wyrt,False,False,False,False
did:plc:6ufktbizktebfg75iy7gh7wb,False,False,False,False
did:plc:6ufoa6r4rqvz3xflb25wpsvv,False,False,False,False
did:plc:6uieh5z3rx63krkz2vzyv34t,False,False,False,False
did:plc:6ukxlvg7fz4rmzeaggltg4ol,False,False,False,False
did:plc:6uljsjklkfrswhox4cx7lhqv,True,False,False,False
did:plc:6um4aahfligedwgpkbtcfqo3,False,False,False,False
did:plc:6umh5gdfwtnjeqzeetglzway,False,False,False,False
did:plc:6umunhhxudrshuwrzwheieeg,False,False,False,False
did:plc:6up6evvr3boz37pqtm7cjed4,False,False,False,False
did:plc:6us3b4ex43ixa7zi3v3q3swk,False,False,False,False
did:plc:6us6jn4iclpnp6awjxms3glm,False,False,False,False
did:plc:6uuavazjw2mdjim5zktk6vt3,False,False,False,False
did:plc:6uy3nzihm63woue4trz2djty,False,False,False,False
did:plc:6uybbvnd3pfjh5oztjngzdss,False,False,False,False
did:plc:6uzudzu6ntmwbagrnve63mus,False,False,False,False
did:plc:6uzzbpat3fpdyg2c7ff7qlig,False,False,False,False
did:plc:6v37kr6z2kthopffmujyky5z,False,False,False,False
did:plc:6v3jkayog67etehis6ztjphm,False,False,False,False
did:plc:6v6v7expvzl6tpd4npdjafb4,False,False,False,False
did:plc:6vaxs3ifortkcif7gatfxokv,False,False,False,False
did:plc:6vaygshthvwirk4w44xfvnfd,False,False,False,False
did:plc:6vboeo5l7kcyy5gdp7egewp4,False,False,False,False
did:plc:6vdg3fmshbyzhub7j6sw6jb7,False,False,False,False
did:plc:6vfhav3p2fiw3radnxqizfqe,False,False,False,True
did:plc:6vfpezyhomv7d4bqoa4yqsh3,False,False,False,False
did:plc:6vgi7elwgf5ry5qdj7r6pucj,False,False,False,False
did:plc:6vgpmsj27dd7jwrmwidizin7,False,False,False,False
did:plc:6vhlvnsqjnlxzvtowmux34as,False,False,False,False
did:plc:6vjg6s4y7u7revoti4ir724h,False,False,False,False
did:plc:6vjq5nq44oibzg2y7mqzvbaj,True,False,False,False
did:plc:6vk4fxiziof4ov22oegfke7b,False,False,False,False
did:plc:6vkckv66pv4ly5eevl5qssgm,True,False,False,False
did:plc:6vl7qouj4xaiclencxlzvi22,False,True,False,False
did:plc:6vozhqcg3chbd2omnuvsdi67,False,False,False,False
did:plc:6vq2v32i22ju4he2pdmr5xq5,False,False,False,False
did:plc:6vqvom2xc4ecrwswdxmgdg4m,False,False,False,False
did:plc:6vr4kcdp5erqykukrvjrmkxz,False,False,False,False
did:plc:6vthqam5lr2mtu2yxn2k6cvh,False,False,False,False
did:plc:6vvxv5yu733gapyuersmgu4q,False,False,False,False
did:plc:6vwg7g5mobkya66ya7rjh2kl,False,False,False,False
did:plc:6vx5splnuxzwviutu5i6ljr5,False,False,False,False
did:plc:6vxj3nnlzfws7o7qrpld5vgk,False,False,False,False
did:plc:6vyslyaws6zluy2n4w3l6ede,False,False,False,False
did:plc:6w2yxq4slexixpa3kaptfi22,False,False,False,False
did:plc:6w3koquqh5lzoshd7ae5lckn,True,False,False,False
did:plc:6w6jao23pvein6wqukziklq7,False,False,False,False
did:plc:6wasxvfcp7u5et4kejvgmulj,False,False,False,False
did:plc:6wbjp7k7fqgefdts6ul5wfgk,True,False,False,False
did:plc:6wcolac3nsik4duiej33rg5w,True,True,False,False
did:plc:6wcqtafjcf4anpkpanlyzvgu,False,False,False,False
did:plc:6wd35k5eewpqwaatgffl224u,False,False,False,False
did:plc:6why62wqz2ikwvmoxx7vjvzp,False,False,False,False
did:plc:6wipkkxi3dzrg65hexy22wjp,True,False,False,False
did:plc:6wjufkyrauyr25lhgmtceftw,False,False,False,False
did:plc:6wjxylyfptxoryyy467mi4w5,False,False,False,False
did:plc:6wk4eqk3i3oj3wxmkk3oc2ni,False,False,False,False
did:plc:6wkjxfz5v6pyzfvqshopvjf7,False,False,False,False
did:plc:6wlvur23lp5sna2wt5jarjhp,True,False,False,False
did:plc:6wpnxnesldlm3npupasn3ewo,False,False,False,False
did:plc:6wqjrtkvy2wgwjnjbcpbg5ir,False,False,False,False
did:plc:6wrn7zf476yxuw7v7bvfquvh,False,False,False,False
did:plc:6wthaiuqiys3y7eztkpsdam2,False,False,False,False
did:plc:6wvucokng3s2fjutbwu5ghu7,False,False,False,False
did:plc:6wwhpkkvea37slgxyfqf6qk4,False,True,False,False
did:plc:6wx4u24ad253lrop4kp733jw,False,False,False,False
did:plc:6wy35bsdq7qtzpy45iiuzvll,False,False,False,False
did:plc:6wzvrvelzhzkw436sbelbn5v,False,False,False,False
did:plc:6x3dch5ppxxfhewcakackied,False,False,False,False
did:plc:6x5emr7sw3cgmmt4ui7cvlk6,False,False,False,False
did:plc:6x7xpdwu36eshlbnuigk52lq,False,False,False,False
did:plc:6xaxqkxtg34vckusidiafhzj,False,False,False,False
did:plc:6xhqx7zncou7ewafem5tn3wc,False,False,False,False
did:plc:6xi2ark3uvnwumdyjcn4wg6u,False,False,False,False
did:plc:6xil5qahytnfvusrkwdw2ofw,False,False,False,False
did:plc:6xktp3vjgbaddh6ztg2hkon2,False,False,False,False
did:plc:6xllgbiwbqalmc34qow4oqqk,False,False,False,False
did:plc:6xnhetxqp6tbj3m3ktny5jmu,,False,,False
did:plc:6xpjg3ltebay7n25ql3q7xdn,False,False,False,False
did:plc:6xt64yzqsnpms2qaxngu6gx4,False,False,False,False
did:plc:6xuccqdstpltbo4km7tzf4dl,False,False,False,False
did:plc:6xxbjbni6ipniudp4rfgag2j,False,False,False,False
did:plc:6xxgddam3fis7o6ah77is2rh,False,False,False,False
did:plc:6xy23uaatgz25qigwqf65ph6,False,False,False,False
did:plc:6y2mqotvdhfp6ukrlaycvvc4,False,False,False,False
did:plc:6y3honhec2jch2ryrbuyx5a5,False,False,False,False
did:plc:6y3kxc65vmoitepugcntoqej,False,False,False,False
did:plc:6y3ydysr5jh66bn3iiunzmte,False,False,False,False
did:plc:6y4ucohq4nalvf5kr5at4vhi,True,False,False,False
did:plc:6y65e5c7zmlrgzspbn4av2oe,False,False,False,False
did:plc:6y74tjvkkqzc3s6aej432xub,False,False,False,False
did:plc:6y7ispncudsucizzwokes7zd,False,False,False,False
did:plc:6y7ps4jpgkunzqkp6g57p4ve,False,False,False,True
did:plc:6yax5zqggk6obbrcojpxrjso,False,False,False,False
did:plc:6ybctitzrp35oulwrxp4gwxe,False,False,False,False
did:plc:6ybhmdsprzqr27j7ute4ae7i,False,False,False,False
did:plc:6ycdnes4qtdsjojozn6hmxim,False,False,False,False
did:plc:6ycwu4oy4fytejlmji6who32,,False,,True
did:plc:6yedvymehprtsaiuinqclvvu,False,True,False,False
did:plc:6yfjoqq54gonysrukynunher,False,False,False,False
did:plc:6yfo3ltneujkmrj2qkzb2quv,False,False,False,False
did:plc:6yijlpyxyttti36vkwdvd7di,False,False,False,False
did:plc:6ykdmnddvt25zhib7jyo2urk,False,False,False,False
did:plc:6ykfabljcjj6ykuua5svfine,False,False,False,False
did:plc:6yldqhxynki4isg36iszsvr3,False,False,False,False
did:plc:6ymovvr2g5gwizwlynuqujly,False,False,False,False
did:plc:6ypenl5u26g2zbc6gc4aqop2,False,False,False,False
did:plc:6yphfub64jlzmtmmhbflwvtt,True,False,False,False
did:plc:6yqysfyjeenm2pbl2yq3wfsp,False,False,False,False
did:plc:6ywhvoal5eqrmxqydvubh65l,False,True,False,False
did:plc:6yyp37mhods662gffil5l5fe,False,False,False,False
did:plc:6yzu243duna3gfxggw6qusba,False,False,False,False
did:plc:6z2pzqjw3vvh3bkeyisleozp,False,False,False,False
did:plc:6z4uyjmqu5oyv6imk7yuruzh,False,False,False,False
did:plc:6z5k5wlgu6onio7y5r7kg4od,False,True,False,False
did:plc:6z5le2bgr4vmygopwain777p,False,False,False,False
did:plc:6z6bkbjpxphrhk6dlvqw74m6,False,False,False,False
did:plc:6z6k3bndfyhkwycqfiqukqp2,False,False,False,False
did:plc:6z6pqvh2ubqhtdho7w2m7ips,False,False,False,False
did:plc:6za3dktkc4ohji57pgr6xgly,False,False,False,False
did:plc:6zazfd73vzjwha4dmgeig2i6,False,False,False,False
did:plc:6zbwvrfbeey6gotved37gkq7,False,False,False,False
did:plc:6zc6gc4j2uoxqus26umutno5,True,False,False,False
did:plc:6zcgx6jcajl5nr6j2rf7ix5n,False,False,False,False
did:plc:6zd4da5nwklqa26vohrwwq47,False,False,False,False
did:plc:6zdyztrxphmdjsjmo3nxr752,False,False,False,False
did:plc:6zeg5ai6cjru2fx7vos256ka,False,False,False,False
did:plc:6zfipulbd4ljbu7skpkhhlwo,True,True,False,False
did:plc:6zgewq4gmvwjpgl5use2jz3z,False,False,False,False
did:plc:6zh5lllxyycncvok3nznusmn,,False,,False
did:plc:6zhcl4otxeuysa7lj47c4q3e,False,False,False,False
did:plc:6zipnpg5cxtkuqy5vcx3okti,False,False,False,False
did:plc:6zj4ii5uxakzmbqkck2il4ex,False,False,False,False
did:plc:6zlpzwb4hlgy3362ujo3kiqd,False,False,False,False
