author_did,kmeans_cluster,dbscan_cluster
did:plc:ayiaku5sfzpuzbtgw6cmrlkd,0,0
did:plc:ayjyh72boufulok5osj77skk,0,0
did:plc:aylrjvw66xq6rzyzr4uaoelt,0,0
did:plc:aymdqc7ok4rh4oy4pzlobsxm,0,0
did:plc:aynpznxtxsbz7hitmpnujmmg,0,0
did:plc:ayq2lrdwezlol5je4ykjkmqe,0,-1
did:plc:ayqoj5cqrthvh3z6p43y3ytg,0,0
did:plc:ayqsn4r63qzthmomz3ltbymc,0,0
did:plc:ayrq7vajudlwm2tfrx2yaiml,0,0
did:plc:aysqxvrjnnisl3hdalr72glv,0,0
did:plc:ayv4flquewiz4s7m555ldmca,0,0
did:plc:ayvryrk2b3khozpsdvcrhrhm,0,0
did:plc:ayzfewbmbf7zk6dyz73mitzn,0,0
did:plc:az3umjgnrwni6tjdjiw4hn2g,0,0
did:plc:az4g7422dhv6n55gkm7syfqp,0,0
did:plc:az4ncg735ifdoltnwcggnzty,0,0
did:plc:az4z3ubu75hyjozaztfwu5ja,0,0
did:plc:azbrl3u5igp2agy4vo6mw7wr,0,0
did:plc:azdwcw4oy4yhr2nukt4qgfdh,0,0
did:plc:aze2y44ctw2hfdiphrqa6iby,0,0
did:plc:azeax534trtb44sjkhs2ynyx,0,-1
did:plc:azeitoupmah4wxpbcs632lej,0,0
did:plc:azfmy2wrhadog2lpg7cg45jz,0,0
did:plc:azfumhoj6uym4huryd4jk6v4,0,0
did:plc:azgdqssypwbc2yddxcfu5soq,0,0
did:plc:azi65gw7ufnu3snfdzocm3ib,0,0
did:plc:azm7g4vvla75f4gooonrmnkd,0,0
did:plc:azoczweqa25uyf5o2fdadykk,0,0
did:plc:azqq7d4jdntb72p7t2lv4ahs,0,0
did:plc:azqughpcjtrwi73m4non5vui,0,0
did:plc:azre5lcc2xpvz4u2d4jjxyhw,0,0
did:plc:azsxufkmve5psle2lkjihyf5,0,0
did:plc:azvbmxhfmb7dvm7uksbariwr,0,0
did:plc:azvy5dks3s6g5hsnml5ogwl5,0,0
did:plc:azwhcbg6lvtqx22a7hajjcf2,0,0
did:plc:b22am77dvdyk45zzsp6uljut,0,0
did:plc:b22wtmq2bhbb4yu72aciww55,0,0
did:plc:b23c3nfkd4msqha6li5yu47a,0,0
did:plc:b24zpxsey6lbkqr56aluo6da,0,0
did:plc:b26clns2437gk333xop6nqt4,0,0
did:plc:b2aokhxoo34cp2bbt7wkswd2,0,0
did:plc:b2awq2y3wjupc4xbgauh6k3y,0,0
did:plc:b2aznpdi5fqv3bkrj6fr36jk,0,0
did:plc:b2df3zif4x32exzdnrv4ntz7,0,0
did:plc:b2drksoxzswfadz5nivbngsi,0,0
did:plc:b2g5gb3f4rfskun6b5u6owse,0,0
did:plc:b2hlm5o6smxildd5v5z4xktn,0,0
did:plc:b2hwnxvmnhxjqggpfol56zlb,0,0
did:plc:b2ij4ofsto4ldayu2zbjksvw,0,0
did:plc:b2jootbbbkvw5qf3gujgzfvs,0,-1
did:plc:b2k5daq4mc5yitfhnlyzio3u,0,0
did:plc:b2ky6vcyhrqjtghkp67sa6gg,0,0
did:plc:b2mlqziffu4necz3idy5wh6l,0,0
did:plc:b2mztydd5hgm4yganvh2wglb,0,0
did:plc:b2nsb3vemrbzm3ufhqqxnr4r,0,0
did:plc:b2nsdkpv4jkn2mlidazmzfhe,0,0
did:plc:b2nvxgipvmqraxogjxaaugzf,0,-1
did:plc:b2riqkwdtxhyyt3weujdwpy7,0,0
did:plc:b2t5ziugazeufvmpbqljckuq,0,0
did:plc:b2tuekhk4de76vhqgah2dxvi,0,0
did:plc:b2ue2lazzqmkoqcdeeebys6o,0,0
did:plc:b2vxxizxd6y6tw4mjy5l3pkf,0,0
did:plc:b2xbd6erzamjtjd4rpwmbqnq,0,0
did:plc:b2yd5b7mbjrfzf4q72kn5vv4,0,0
did:plc:b2zubenmgl4huh5m2frgaefr,0,0
did:plc:b322hmoyxhnbg6nlkwb2tbmz,0,0
did:plc:b3374dfbg7u7oamg6kzfohtt,0,0
did:plc:b34apnsmjealhwqocirlkqo6,0,0
did:plc:b34wq6xq55sjen4hvx5sbikc,0,0
did:plc:b356hojt5f3ygzohpxslomjt,0,0
did:plc:b35wwuj336x4ufo5dyykfolz,0,0
did:plc:b36ma7n2o32bs6wwmu7daq7q,0,0
did:plc:b3asuxbtzvnuywouxzycnvi4,0,0
did:plc:b3awbqiq5ldan2caxgpgyz55,0,0
did:plc:b3c4hrlmhkk2yjvybeeba3pt,0,0
did:plc:b3cr4cc6d2pwzzslmekskq4d,0,0
did:plc:b3duhqikeqixdrddxccmwyst,0,0
did:plc:b3fjgokojwx6mbhtivj3bthx,0,0
did:plc:b3ft2vut56talm4x53vqm5fz,0,0
did:plc:b3gjz7pconghf676rhsv3vrl,0,0
did:plc:b3igdpkqbhsgvfs3hberapj7,0,0
did:plc:b3jr4s36re2maga4hqsw5xde,0,0
did:plc:b3k4owcd4ldqe2bd4xkdojun,0,0
did:plc:b3kosufvigro4aaw6pvkg2xr,0,0
did:plc:b3lltk4szgax5iyh24to3zbi,0,0
did:plc:b3marwji6qxqbmynaefpmhk4,0,0
did:plc:b3neogra6ybhqrcuyuzia35n,0,0
did:plc:b3nlsopwvdn246ccpxctzsw4,0,0
did:plc:b3q4arzhtlqgtysa42p7gzss,0,0
did:plc:b3qtwgyg5p3avljcaz4tv4sz,0,0
did:plc:b3que2i4fymm27gor4nsvmfl,0,0
did:plc:b3sqpvipguta66xwpxuyf2mh,0,0
did:plc:b3u4gdsgakdrolzuszih6wc6,0,0
did:plc:b3w6na67nkj2qpwe2jurwba3,0,0
did:plc:b3xf226lm7rtpv7uf3gpjlxm,0,0
did:plc:b3xwbnwkl5qzjjhkwoimvb6x,0,0
did:plc:b3yqp6vfghsbamnb2wbpotlz,0,0
did:plc:b3zbyww6nxemvabsgtfosn2u,0,0
did:plc:b3znihz2r36vqjfey5xwh5uj,0,0
did:plc:b42o25tfweyzwoutcoesr7ud,0,0
did:plc:b434qj7zkl6lfuni7lzvtkqy,0,0
did:plc:b436ym7zfrowsdcjbfs7dkfh,0,0
did:plc:b44a5ymrx7jq73b4r22c34ex,0,0
did:plc:b47dm3iio3asgfisyusgkoli,0,0
did:plc:b47t2pvccdkhh5sxftu46zg6,0,0
did:plc:b4euzn4fcg6cufrzrnvj67qw,0,0
did:plc:b4fnn7ab3gzt3m5ygzelu2sd,0,0
did:plc:b4g6ian2eaaji6tfycaw5j4q,0,0
did:plc:b4itsdfycjzg37poixmce5lo,0,0
did:plc:b4l6numj2ig5gxewmzeeclp7,0,0
did:plc:b4p5duouxlug3grommnr3mrx,0,0
did:plc:b4pkxzubv6nh2kafn3wcpi25,0,0
did:plc:b4s7hdq6f3h2h3pw5dwejvsj,0,0
did:plc:b4ujifnnyhaczk3arm6jrj4e,0,0
did:plc:b4uuqnno5fjycnh46lghlvl5,0,0
did:plc:b4vtqpzrlmpqwl53j2gorhfr,0,0
did:plc:b4vvbbnjknsj2z4s7x45trai,0,0
did:plc:b4wzezupnvekwowkbcdlzqa6,0,0
did:plc:b4ydi4zzm4l2dcuubvw2rfox,0,-1
did:plc:b4yse3qru7n64pa5abja7by7,0,0
did:plc:b56nqssbqfkd7wgjo7wiy46q,0,0
did:plc:b5c45oxf7fzpzvo366tutupo,0,0
did:plc:b5gnysxnmmj7czup2qsh3tix,0,0
did:plc:b5gu2tlqdrxrlkdorpvipcvw,0,0
did:plc:b5hl24pinbskab5xiikv5j4e,0,0
did:plc:b5kqoz7xxn565zfkure57v3h,0,0
did:plc:b5li2vwpo3nvoy5wjlkdcdgr,0,0
did:plc:b5m5bm4ioxim5kddtvpscezu,0,0
did:plc:b5mlpl33hh25gw2wnep46u7h,0,0
did:plc:b5nlf2qcwbyxfyjgbyd6wjs7,0,0
did:plc:b5qgmajm73djcgvsofyu57mp,0,0
did:plc:b5rra6knfnxsk4swaixhefde,0,0
did:plc:b5tgsw7qfqrnsjpklgbjdke5,0,0
did:plc:b5x4d22tpwmrfloqh6ajc5cv,0,0
did:plc:b5xkqcdlg2lzwfhc6qhk2mtg,0,0
did:plc:b5ze6ip5scogvh3rzdy63qmu,0,0
did:plc:b647oxtexhry52cy63jzbizj,0,0
did:plc:b64ottdyzxruh4kncf3wmi3o,0,0
did:plc:b6573vdtctr7lw3empkzxw5p,0,0
did:plc:b65b6mif46lgw6thqn6fswhf,0,0
did:plc:b65ewbizydo426t4fjahg4zm,0,0
did:plc:b66wfqbctxuqnpfhii35pkcm,0,0
did:plc:b67eyveyr2rnez2yzazx4rqy,0,0
did:plc:b6dmxrij2biulaatgcq6vkgj,0,0
did:plc:b6g2yxnzo57m2l2ub7mn5g5h,0,0
did:plc:b6ggq7fe3jx4rx7t47aoo55s,0,0
did:plc:b6gnjjpta2bs2gx7x3lb4pq3,0,0
did:plc:b6hlseftg7ilgu6hbmhgxaoo,0,0
did:plc:b6hnlyhafw5mw3iw3juxhszr,0,0
did:plc:b6kg5qj4dooi27fvqb7irlbz,0,0
did:plc:b6mumnkn2bejhck75lnh4dl6,0,0
did:plc:b6mxbyw4mobh5myqjgzxxb2e,0,0
did:plc:b6nw4e5gx6qdnyrqeq24lnh3,0,0
did:plc:b6phgstyu5im4qgtmdxg3edv,0,0
did:plc:b6ptxjflrrhdlrvwhzsraqj6,0,0
did:plc:b6r7hwcxjmxeelgzrn7lyqvr,0,0
did:plc:b6sdy2vru637uwqnqpjidcv6,0,0
did:plc:b6wugjjou23ftdn3sjupniof,0,0
did:plc:b6zuyxbykgumee2zjm3i2sgg,0,0
did:plc:b73hnr4jczydjufl6cqenvxu,0,0
did:plc:b73s63tsowzsbqcojqan6s5o,0,0
did:plc:b75zrdy4konyfjrffmbm6qkv,0,0
did:plc:b76yk4cufzerebjyhoa2qrbr,0,0
did:plc:b77dh7nt5avh7knyiidewtcx,0,0
did:plc:b77prq2q2xmn6s7e2comte4d,0,0
did:plc:b7ddoybwc5ciitlj7qmmnvk3,0,0
did:plc:b7fawkkinqcnbchbzmr2loub,0,0
did:plc:b7ga3mfk56hkothtpkc2yixf,0,0
did:plc:b7gc5uiduagw2tsdjnddn64i,0,0
did:plc:b7gjclplu45vufu4gdcwbgps,0,0
did:plc:b7hhwkyr5rkjnyltcen2n4dq,0,0
did:plc:b7kamuwqipovlbz2l5vhe2tb,0,0
did:plc:b7kiwx6nkzik3tpg7qqjx4jr,0,0
did:plc:b7ktzcy6xcyrbh76djusynon,0,0
did:plc:b7m4bzpzz55s2iadv4u75eth,0,0
did:plc:b7nwyonilwymqnwhomv6yfvy,0,-1
did:plc:b7ou2gv5kwbbcxdacxrfjbtd,0,0
did:plc:b7pjaoptfxxqf5imv7ua547p,0,0
did:plc:b7qmvioz7yldpnq5fpwh62mh,0,0
did:plc:b7qq5ga6hqpfp2ez4h6ngb5w,0,0
did:plc:b7rf3wnezvgsog4eg2zyebqi,0,0
did:plc:b7secll766fazmm5kkharkri,0,0
did:plc:b7temxqbkgqm2ks6suv5rbcx,0,0
did:plc:b7thsrpiurhnaimdnhhcziqk,0,0
did:plc:b7x3bruzdqowmyi2dcpgrqsq,0,0
did:plc:ba42k2as36vsvzopd7c3dmkd,0,0
did:plc:ba4dnche53jjxc6gjl64f6u4,0,0
did:plc:ba4fb2sxcliqefjxgkibjweh,0,0
did:plc:ba6frbosv4sj4clsvggu6mzc,0,0
did:plc:ba7ahgcxjuykl4ivn5sce6jp,0,0
did:plc:baaeb2uyxddyprgl6sxjik7p,0,-1
did:plc:bacfccihmvsqbhxwtnyzkhfu,0,0
did:plc:bad2ty32rmdilm77r2cbfp2i,0,0
did:plc:bad7bovvqjzoedckvgausgvs,0,0
did:plc:badivp4gj7nprthubfmuqx56,0,0
did:plc:baelzrwamrwntpuowvpiym65,0,0
did:plc:bajap4zbzhwaig2fhlsbyq53,0,0
did:plc:balaywoyeme4fxfhadomznwc,0,0
did:plc:bamk3vfncdwawvmdkq4um2fw,0,0
did:plc:banuqsbhkt6ztyt2f4umllft,0,0
did:plc:barct5u6mp5gf772k2ckgmux,0,0
did:plc:barornhqv25e5v4hfhux54io,0,0
did:plc:bau6efbgjjaxt4cifzgykska,0,-1
did:plc:bazcpmyw3kcuy53b43m5xtfp,0,0
did:plc:bb254njkb4lqzkfxmricfda3,0,0
did:plc:bb2sdgakqp3yuz2heo6jonrt,0,-1
did:plc:bb3acuvscailwndzbsbimzf3,0,0
did:plc:bb666wkvuwwiojjb6kgwrmhg,0,0
did:plc:bb6zfdbtxzaqxifpgyrsd2eo,0,0
did:plc:bb6zqsk5fpun4tmd424lvgy5,0,0
did:plc:bb6ztsuhhrewrgmrnrxz6jpv,0,0
did:plc:bb7dui3oekydzid35ygobvyi,0,0
did:plc:bbaoe2qducguzj2uosouberw,0,0
did:plc:bbcdwzerrnteb5w7lwsbvnci,0,0
did:plc:bbe7ta4osdsl3ib6thpydsnq,0,0
did:plc:bbfn5k2ewe53jps5e2rmliw4,0,0
did:plc:bbhbaywpoxbdmfleu6mmlwzn,0,0
did:plc:bbhu7pdlc2ehie2xr476wuhl,0,0
did:plc:bbib4zbvjgvpp4v7htq37tne,0,0
did:plc:bbilpg6zqiwlj7eeo6mzw73c,0,0
did:plc:bbirseunsbd4bpvqv4wtszqa,0,0
did:plc:bbmbaq4mlnnbkdp2srnreoy2,0,0
did:plc:bbms3bvcx3kw6wvhs5qbzyk4,0,0
did:plc:bbpkevhgtbnl6wlkv7kf62tc,0,0
did:plc:bbqbhyszvhzko6au37u2jhmn,0,0
did:plc:bbsbtt7gkeqbq6b67odjgnej,0,0
did:plc:bbt2ifkrpvisniumo7fyzmx6,0,0
did:plc:bbucp3rectdar3jqlybipsso,0,0
did:plc:bbwp7mralydgibj3sf5nfwfk,0,0
did:plc:bbx46ckhmwuomrlf27nqvd6r,0,0
did:plc:bbypopuw3bkwfphivpsfkv3d,0,0
did:plc:bc3gf6lgh5g77727ragqwmxk,0,0
did:plc:bcbmu6vysqmrzc5bvq3ayh3h,0,0
did:plc:bcbxir5wfnwhod2nmix7gicq,0,0
did:plc:bccqa53j2fxvcbzlos6yhr6e,0,0
did:plc:bcd2hz4gmx5veh7omd5jlsts,0,0
did:plc:bcebga2cxisg3tu23vpwsjcl,0,0
did:plc:bcef3r7m2zzdojrizmxooj2c,0,0
did:plc:bcfhzb6yu3l4l4jhgbdd7jau,0,0
did:plc:bcfu2kvabxqcelryrogrli45,0,0
did:plc:bchyumlcbbzoomutrjx54usu,0,0
did:plc:bcjblukwamabr6xszavueupg,0,0
did:plc:bcnhkqz4nvqubel3uy64yzw4,0,0
did:plc:bco3dukelu64kss73eqfm5ja,0,0
did:plc:bcp4x3ikkzrtoidmt4f7wojf,0,0
did:plc:bcqburfr4nw3ykaa5w4ywu5i,0,0
did:plc:bcqfezdmaaq5crzr6b5hyero,0,0
did:plc:bcrkkdjaoht3y3hr322xiyba,0,0
did:plc:bcrye433ss4a22nb7rz3ckka,0,0
did:plc:bctorz44o44fxvzxofwuweik,0,0
did:plc:bctvz4s4463dfdb6lpue3gxf,0,0
did:plc:bcucspevpjznwzstxu7ida7c,0,0
did:plc:bcvklmj7e4h4g6ls6fos3vy4,0,0
did:plc:bcwzubyez6ekl7yvoch7u4wi,0,0
did:plc:bcxhdebjneg3saxz2nvu7bqd,0,0
did:plc:bcyqgsn6uxzoxonsxjmx7rbb,0,0
did:plc:bcyvlllk4gltm433vdymp25k,0,0
did:plc:bd2ad25frux6jav66chr6aiw,0,0
did:plc:bd4c7krf2qrzhd5zfnocryrs,0,0
did:plc:bd4dcg7cmicmn4rpiyqpvrk3,0,0
did:plc:bd66qnfmbwdms52kxdspoqmt,0,0
did:plc:bdbqzwsnceu2p5cwdj777pdj,0,0
did:plc:bdbuhq46rj2nerrfacwh4flu,0,0
did:plc:bdfv2e2pmhmk6jcxmnsv2b43,0,0
did:plc:bdh7mhzrvsi6r6khm3djbm5p,0,0
did:plc:bdkag4pya3ulysxtook2vfkq,0,0
did:plc:bdkpycgi3mgcu42bddhnpojp,0,0
did:plc:bdoom6ykbtxnafeysttw4nly,0,0
did:plc:bdpivvis7tiie3gpnsuxecq7,0,0
did:plc:bdqshd2yhvhttqghoueqqyxw,0,0
did:plc:bdsimlilfn3iyi6pk44tqv5b,0,0
did:plc:bdsnfgswvdflrhk5rqlzdvbn,0,0
did:plc:bdtnuhqgintqmgrcso3qqngi,0,0
did:plc:bduockwjpmwa47ogiffcfog3,0,0
did:plc:bduudcxsmufxlaln4jmtpbtl,0,0
did:plc:bdvhcqvnuza2pypbt53si26f,0,0
did:plc:bdvvqmvrha7nnq2c6zs56mxq,0,0
did:plc:bdwmsvn7l6dlpgfdlhh2nqof,0,0
did:plc:bdwqjynt36nwgy6jnzrbkcrn,0,0
did:plc:bdxblt2o6kvy6kwze4spsl5g,0,0
did:plc:bdxc2ubpcn3gsdirefaxqbnc,0,0
did:plc:bdykvl6y5lgmfuyveoowuts3,0,0
did:plc:bdzqz5gix4cs6wmjikskm4fj,0,0
did:plc:bdzrl3ahm2pegzjjobo2vbip,0,0
did:plc:be3yymfz67hlf2dnvk2wh54v,0,0
did:plc:be47qvd4lfsmvwz6yvhmmrn3,0,0
did:plc:be4kjuluj6tk3vedf4ptlidt,0,0
did:plc:be4mzpdqhivbz54u654zjvta,0,0
did:plc:be645q2xpslnzkfxbsmhzlvf,0,0
did:plc:bea7pdehutunw2ov5p2konmc,0,0
did:plc:beba2apck2ibuvwvxi5pesrn,0,0
did:plc:becdvhla2y4cvkkfdhvzrxue,0,0
did:plc:bed74btbdlowfhux3roj2eb4,0,0
did:plc:beddyd2tfyfibjpwo4vpvwgi,0,0
did:plc:beehezto3k42pzguw7ffxd6n,0,0
did:plc:bef736dmfzux3qy232yie32s,0,0
did:plc:begvv6nsk3eahanviyp2quwc,0,0
did:plc:begw6wzupmrswljkkxv5dlb2,0,0
did:plc:behka4wkbt3i7pa2q5m5pvg2,0,0
did:plc:bejzjh5x3pjxlep3yonyqtmj,0,0
did:plc:beknsdlacdegxr5w35r3hrzm,0,0
did:plc:bemjjm4ittsbybzbmnigg5iy,0,0
did:plc:beqvuhfnr5x6nikulkugvmpg,0,0
did:plc:berxxjukwqq5alonga67zeoh,0,0
did:plc:bevjngwyn6axzq4aquc2rkw7,0,0
did:plc:bevpwjabobqhxxm6ejlsezjc,1,-1
did:plc:bewpk4uqrlpe6ekwmbvwbi5k,0,0
did:plc:bewptkqvjog3qa7ulutrxk7a,0,0
did:plc:beywyy7i52lw54nt34hbyxpo,0,0
did:plc:bezfqro7gz4mmrf3yx5wi7gn,0,0
did:plc:bezgaxvij4mzkmdntwxdgkh3,0,-1
did:plc:bf26mxbxy2zpsadicjcr274v,0,0
did:plc:bfce5h2366f4jd6k2qtxsxt2,0,0
did:plc:bfcpzcdnsmq2rhh5jkjmlz4u,0,0
did:plc:bfcz35pcg7mlhcokwcre27lf,0,0
did:plc:bfewvtbvtgfzzq3koxmwlqke,0,0
did:plc:bffzoacwhxcqt4ac2cfb2sr4,0,0
did:plc:bfg7fmyhbsdnz262xi26pkle,0,0
did:plc:bfgpdmbrubpze4loyr6xy5tk,0,0
did:plc:bfiewdcm26qhrtdvymrdcriz,0,0
did:plc:bfkb7euhzkxxfd4tt57pqgu2,0,0
did:plc:bflh4hsh7t6erfgowl7sx225,0,0
did:plc:bfmvpmpbmgyn7pwatl4tc2ji,0,0
did:plc:bfoiipqj3lf35hdxg55if45o,0,0
did:plc:bfpnvgbbqm6qeibspxmmodjm,0,0
did:plc:bfqk2l3ixsjjurvobxke3edk,0,0
did:plc:bfr3pslxpe77xlu6sre62swy,0,0
did:plc:bfrfkobvd7woi7rylazlib6t,0,0
did:plc:bfs5a3iw37ixs65sajhxfmus,0,0
did:plc:bfst2m3p6ghl3m4ic6j6jjlh,0,0
did:plc:bfvnu27zhpwmj23phh6hmzgd,0,0
did:plc:bfx4hrioszqlz6rzsk764rv4,0,0
did:plc:bfxgqk52pnj43adrhbfbjowb,0,0
did:plc:bfzanova2zhra5tu566jam4d,0,0
did:plc:bfzgwb3zcjqz2efqciyaszlo,0,0
did:plc:bg5juulybmyftohyxeph77bh,0,0
did:plc:bg7haggwx7ay3zlmr4ju6xiq,0,0
did:plc:bg7uhek3embxv7m4bh5fxtru,0,0
did:plc:bgaiykmznq2jxonv4lr75tzf,0,0
did:plc:bgdfc4vmgavrzfgsbcmnid4p,0,0
did:plc:bgeduqfghh4qn4jmkz4dw7ub,0,0
did:plc:bgfbfmm3bpt7ddtp6w23q4qs,0,0
did:plc:bghffcapji22ljnlcwfpccdw,0,0
did:plc:bgiztnhi7w2gzzg7kid5d3m4,0,0
did:plc:bgjfc6jw5yp7nymhzpknfqej,0,0
did:plc:bgkfvbvrrpyfsyr2kk3m6ayg,0,0
did:plc:bgkg57aaxpep4p4egk6wrzs6,0,0
did:plc:bgmujpqmzqtx4p3wafhq4t6c,0,0
did:plc:bgnijbkpnmubyt3l2q2ocfrl,0,0
did:plc:bgpwe7qwbz6ec2bb5cwzhj6s,0,0
did:plc:bgqlh6paiw4h76gofwz2dehh,0,0
did:plc:bgrjslew4z4ek57wwtsay3wz,0,0
did:plc:bgsv5wgeotxcdhdeu5u7nkrh,0,0
did:plc:bgthha3fu3rqiystzsqqhlru,0,0
did:plc:bgtj34c6myrmyi5cxq3d7boy,0,0
did:plc:bgtvqfiua4kknzyl4livnofz,0,0
did:plc:bgwdphhqru66dtef3qozalb5,0,0
did:plc:bgwoouqx463ponaj5f4wy5y2,1,-1
did:plc:bgwwk3bj7jzfa6vqlsxyfndu,0,0
did:plc:bgydvb5azj4pjuzee5avxrtt,0,0
did:plc:bh5n6yefu2j2l4v2cdg6liu4,0,0
did:plc:bh7fuymhzuyr7mmfiyamfb6k,0,0
did:plc:bhcfkifmhk7d4xkk5ermykr7,0,0
did:plc:bhiou7slan6f6b4mdsddgwqr,0,0
did:plc:bhiqxn32xlct2tdjb7aipnku,0,0
did:plc:bhkpbn5mirvi22wqooowc2q4,0,0
did:plc:bhloo6eyndeurgcc3ljrs36f,0,0
did:plc:bhn3iydnipzvp6orkity3bkb,0,0
did:plc:bhnp7tnocw74jj43jkdidi2n,0,0
did:plc:bhoohuulkjmv7x43sbztsznd,0,0
did:plc:bhovschjijkjkxhkugih5th3,0,0
did:plc:bhpkdycccyk3cqujm5qllldq,0,0
did:plc:bhr47dvote6mrcwjtzkvygq6,0,0
did:plc:bhr5k7ujetgtb7az5z24ecp5,0,0
did:plc:bhtmdtrmgpao3vh2yrycj3di,0,0
did:plc:bhuuidutfg7qhxzupwbjgvmy,0,0
did:plc:bhv37itd2eoxkaw54avozvew,0,0
did:plc:bhvmnruabncdv5js46op6ahy,0,0
did:plc:bhvnn7tcha63mdltlwnmjk2k,0,0
did:plc:bhxfyneeqyvgxrkeumkw32gm,0,0
did:plc:bhxlxdityghergi7qfkc7znr,0,0
did:plc:bhzx2dadwftrxojp3nykqm5b,0,0
did:plc:bi25iijws46446njnonvod6o,0,0
did:plc:bi4iqr3mdrfqw53o5i7wjsoz,0,0
did:plc:bi5x5fankmgzxk7jopnydh6k,0,0
did:plc:bibbzc6gj3lbt3j3imi5drra,0,0
did:plc:biecdd54675j6nzu52cwivtc,0,0
did:plc:bii5noq6xprxvtfdbs4cmjyu,0,0
did:plc:bil3jhwleetpg44fwdxktbmq,0,0
did:plc:bil5ai45ebtd2hrmir6g6oqd,0,0
did:plc:bim6tl7ftkdg2tsq46m5nd7g,0,-1
did:plc:bimyyh3t26jv4ynuxlco7qo5,0,0
did:plc:biqgs2qsh7iggcqmnzhclbjt,0,0
did:plc:biscrej7tagcemppjtftthnc,0,0
did:plc:bisq422kfjnw2ktsveo3lnwh,0,0
did:plc:biu33qzl4taulu3ns5vkitw4,0,0
did:plc:bivd2fcefnwuxpuaxifhrd2q,0,0
did:plc:bivnokftvvi2kzgfmphezvyx,0,0
did:plc:bix2gfnrv7mqkhoamfp35xax,0,0
did:plc:biyh7cthgn5nfo6uft2sljtn,0,0
did:plc:biys47a745i3qf7twqjl45ju,0,0
did:plc:bj2ob6p63bgy556likff26n7,0,0
did:plc:bj6gcmnt5z6zndgaio4csxod,0,0
did:plc:bj6tipdac4blnittozv3rjyk,0,0
did:plc:bj6v343iuedjpxgzsicbmsk7,0,0
did:plc:bj6xn75434vxr4whgwglqb47,0,0
did:plc:bj7bmtjqcdockdcv75dxqujr,0,0
did:plc:bj7hfggumijlqhoddknyepog,0,0
did:plc:bjaf3kwjq2wksznempkf2svy,0,0
did:plc:bjayqzgc5uz4x4swaflqhyqu,0,0
did:plc:bjduxpiaelyj4qnnmjapskoo,0,0
did:plc:bjenjv5vbdxmyhdxftqnl5fm,0,0
did:plc:bjeubhrt6bxl7y5ymsqjqymj,0,0
did:plc:bjhpvzxnpv666ngvhcyrqxo3,0,0
did:plc:bjkeiz2bkc3uqg2pruho4snd,0,0
did:plc:bjkkqaummxtckfjawjiuihvf,0,0
did:plc:bjm54wlr7ksxyz4tplj7whu3,0,0
did:plc:bjm7fq6jgotowpim5ggfbzw6,0,0
did:plc:bjmjwe7mxqjxtbfn3h2z4vhc,0,0
did:plc:bjmswr3wnxdvudnr6vg7bcrh,0,0
did:plc:bjn3imc4raena2jl7hfz4vrf,0,0
did:plc:bjns3jyebffkqsrn2obzh2ye,0,0
did:plc:bjq3xzo4kecpb4kajvt4vbeu,0,0
did:plc:bjqmkbk2n77m3puic76dk7sk,0,0
did:plc:bjsp22frgdymi5v33drt2jh6,0,0
did:plc:bjy7ttppvpgp3guibsnuwiou,0,0
did:plc:bjzhqm5rbeamwgwomqfc2nte,0,0
did:plc:bjzrd2mcfq4z2qxjocgxhyly,0,0
did:plc:bk32w2zasloq5oe7hvv2ofzl,0,0
did:plc:bk6qnfluyvthvtwipgyjupap,0,0
did:plc:bkbotfpzhtftflxfign4feid,0,0
did:plc:bkd3fxlgphcuppnmmfocokwv,0,0
did:plc:bkf4pt5rd3jupgnyva2dgaso,0,0
did:plc:bkg2euu3o2nctfs56fybtvms,0,0
did:plc:bkg2jj7fccbdjw3nzvdigsi3,0,0
did:plc:bkks365xtev77ok6z4mxgdnm,0,0
did:plc:bklqk6rnkiowarp3syf7p5ig,0,0
did:plc:bknqzvxp4j5ytmh7ytltieiv,0,0
did:plc:bkoiyiy54xj54bew5nobcx7i,0,0
did:plc:bkstbvoh5r2w5ftbivu4qpte,0,0
did:plc:bktdmqq6d5ltrqb44f7d7rt4,0,0
did:plc:bkuxchxwx6bltbrgrntb23c5,0,-1
did:plc:bkvup6tefavkejxq5njyk3sl,0,0
did:plc:bkxrtwhf3eionqxbmoaenv7r,0,0
did:plc:bkzaj3yeibxw5j33nvx4myzh,0,0
did:plc:bl3t3hss4khv22hbxaqy3wla,0,0
did:plc:bl53cwph26xvoebyntvgs5jg,0,-1
did:plc:bl7c6yy5nnqiibchd3yhgboa,0,0
did:plc:bl7qblekh6oljcpkhpf55jvy,0,0
did:plc:blcvdbv63gfuznwladatrpq5,0,0
did:plc:ble6wd2nztwfwecdbck5zzvi,0,0
did:plc:bleacqzl6vg2cl7bc25so42o,0,0
did:plc:blghsmic3py2uda37qcbt4rq,0,0
did:plc:blkvkf7vnifpaylrxrry2ai5,0,0
did:plc:bllorgg5zcubaakibg6plax2,0,0
did:plc:blmjqhpsyjimbd7guhybfrz2,0,0
did:plc:blodw4cgef5243xruimrqowy,0,0
did:plc:blp3xoqykvzwxoz5wke7swmn,0,0
did:plc:blqytblc7o5zenm5ru6f7hmw,0,0
did:plc:blrpaf5ixmrxhiodgyra7nns,0,0
did:plc:bltvi7m3mkuy4ll37mo4unna,0,0
did:plc:blxhfqis4h5s3ffvvxm7sczf,0,0
